City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,utrik,11.2278,169.8474,28.21,79,74,8.04,MH,1698708824
284,trincomalee,8.5711,81.2335,26.94,77,95,2.37,LK,1698709186
285,bejaia,36.7559,5.0843,18.6,82,40,0.0,DZ,1698709186
286,parham,17.0968,-61.7705,27.83,74,40,2.06,AG,1698709186
287,holualoa,19.6228,-155.9522,28.26,73,20,5.66,US,1698708936
288,el calafate,-50.3408,-72.2768,4.84,54,6,0.62,AR,1698709187
289,port lavaca,28.615,-96.6261,9.03,79,100,7.72,US,1698709187
290,hun,29.1268,15.9477,21.88,39,99,2.46,LY,1698709187
291,lewiston orchards,46.3804,-116.9754,11.95,51,0,3.09,US,1698709187
292,gurgaon,28.4667,77.0333,21.02,88,69,0.0,IN,1698709187
293,hamilton,39.1834,-84.5333,6.0,86,40,2.57,US,1698708632
294,georgetown,5.4112,100.3354,26.96,92,20,2.24,MY,1698708805
295,rincon,32.296,-81.2354,22.98,57,2,1.1,US,1698709093
296,taoudenni,22.6783,-3.9836,31.01,10,38,4.41,ML,1698708946
297,hoa binh,20.8133,105.3383,22.68,82,100,0.49,VN,1698709192
298,bereeda,11.8704,51.0579,26.28,75,85,3.54,SO,1698709192
299,nizhneudinsk,54.9076,99.0276,-8.45,71,82,0.75,RU,1698709034
300,dickinson,29.4608,-95.0513,11.1,85,100,7.2,US,1698709011
301,villa gesell,-37.2639,-56.973,12.25,60,25,6.52,AR,1698708968
302,bar,49.0772,27.6826,12.72,51,48,3.78,UA,1698709192
303,caleta de carquin,-11.0925,-77.6267,18.13,93,63,5.58,PE,1698709192
304,thompson,55.7435,-97.8558,-5.91,73,100,3.09,CA,1698708854
305,uige,-7.6087,15.0613,19.71,99,78,0.65,AO,1698709193
306,mogadishu,2.0371,45.3438,26.37,79,39,2.08,SO,1698708925
307,remire-montjoly,4.9167,-52.2667,27.02,89,0,1.54,GF,1698708918
308,redwood falls,44.5394,-95.1169,6.01,45,100,7.2,US,1698709139
309,port augusta,-32.5,137.7667,17.92,53,47,5.01,AU,1698708899
310,porangatu,-13.4408,-49.1486,30.98,29,68,0.75,BR,1698709193
311,forestdale,33.5701,-86.8964,12.78,88,100,5.14,US,1698709193
312,aracuai,-16.8497,-42.0703,29.88,43,100,1.62,BR,1698709193
313,ca mau,9.1769,105.15,26.65,89,72,2.9,VN,1698709193
314,hammerfest,70.6634,23.6821,1.25,86,40,3.6,NO,1698709193
315,alamosa,37.4695,-105.87,5.99,28,0,1.54,US,1698709194
316,meadow lake,34.8014,-106.5436,9.58,38,0,0.27,US,1698709194
317,thunder bay,48.4001,-89.3168,-2.01,50,75,1.03,CA,1698709059
318,pangkalan brandan,4.0238,98.2782,24.69,91,100,2.06,ID,1698709194
319,vilhena,-12.7406,-60.1458,22.12,94,75,4.63,BR,1698709194
320,gizo,-8.103,156.8419,28.16,75,100,1.68,SB,1698709194
321,rongelap,11.1635,166.8941,28.58,78,100,9.35,MH,1698709195
322,camabatela,-8.1881,15.375,18.18,99,89,0.97,AO,1698709195
323,agat village,13.3886,144.6585,29.64,85,20,3.6,GU,1698709195
324,norrtalje,59.758,18.705,8.37,97,100,4.65,SE,1698709195
325,masinloc,15.5333,120.05,21.84,66,77,0.87,PH,1698709195
326,vadso,70.0744,29.7487,-2.91,86,40,4.12,NO,1698708882
327,micheweni,-4.9667,39.8333,26.43,81,47,4.14,TZ,1698709082
328,hartford city,40.4511,-85.37,4.05,71,21,2.77,US,1698709195
329,novoukrayinka,48.3264,31.5285,13.28,73,82,5.36,UA,1698709195
330,saudarkrokur,65.7461,-19.6394,-1.69,82,54,3.65,IS,1698709195
331,vila velha,-20.3297,-40.2925,25.97,82,0,5.14,BR,1698708881
332,okha,53.5739,142.9478,3.62,72,38,7.63,RU,1698708774
333,kambarka,56.2694,54.2062,-1.86,96,100,2.17,RU,1698709196
334,waynesboro,38.0685,-78.8895,15.32,65,100,5.14,US,1698708908
335,howrah,22.5892,88.3103,24.0,83,23,1.54,IN,1698708906
336,kidal,18.4411,1.4078,27.35,12,21,4.83,ML,1698708902
337,bordusani,44.4833,27.9,12.74,65,3,3.44,RO,1698709196
338,quincy,42.2529,-71.0023,11.25,95,100,4.63,US,1698709196
339,shache,38.4167,77.2406,12.62,32,23,4.26,CN,1698708891
340,nieuw amsterdam,5.8833,-55.0833,28.34,86,40,1.03,SR,1698709196
341,kralendijk,12.15,-68.2667,29.99,74,20,3.6,BQ,1698709197
342,ancud,-41.8697,-73.8203,8.05,75,13,4.46,CL,1698708884
343,zag,46.9441,99.165,-2.44,82,98,0.91,MN,1698709197
344,akureyri,65.6835,-18.0878,-8.04,93,0,0.0,IS,1698709040
345,nagqu,31.5,92.0,-7.16,89,100,1.81,CN,1698708908
346,kovdor,67.5662,30.4758,-13.56,98,86,2.17,RU,1698709197
347,moroni,-11.7022,43.2551,25.94,79,62,0.94,KM,1698709197
348,junnar,19.2,73.8833,20.01,47,1,2.12,IN,1698709197
349,kayes,14.0,-11.0,26.45,62,46,0.54,ML,1698709197
350,uliastay,47.7417,96.8444,-0.39,75,88,2.66,MN,1698708970
351,tura,25.5198,90.2201,18.94,90,96,1.31,IN,1698708882
352,williston,48.147,-103.618,-6.59,67,88,1.79,US,1698709074
353,ageyevo,54.1588,36.4693,11.15,96,96,3.21,RU,1698709198
354,ojai,34.4481,-119.2429,26.74,15,3,0.89,US,1698709198
355,puerto deseado,-47.7503,-65.8938,4.34,52,84,6.76,AR,1698709045
356,ha'il,27.5219,41.6907,16.01,88,0,1.03,SA,1698709198
357,beloyarskiy,63.7119,66.6722,-12.22,97,100,1.79,RU,1698709198
358,ozernyy,55.5802,32.4127,4.54,99,81,2.17,RU,1698709198
359,chonchi,-42.6128,-73.8092,7.56,92,44,0.41,CL,1698708883
360,federacion,-31.0062,-57.8996,18.66,73,84,6.55,AR,1698709198
361,juneau,58.3019,-134.4197,5.0,97,100,4.63,US,1698709199
362,tubarjal,30.4999,38.216,19.12,59,28,2.78,SA,1698708907
363,pedro ii,-4.4247,-41.4586,22.57,74,83,2.02,BR,1698709199
364,drayton valley,53.2168,-114.9854,-0.31,92,100,2.15,CA,1698709199
365,freetown,8.484,-13.2299,26.84,78,40,3.09,SL,1698709154
366,portland,45.5234,-122.6762,16.33,42,20,7.2,US,1698708994
367,puerto carreno,6.189,-67.4859,30.99,70,20,2.57,CO,1698709199
368,birjand,32.8663,59.2211,13.26,35,20,2.06,IR,1698709199
369,lompoc,34.6391,-120.4579,26.08,31,0,5.66,US,1698709087
370,rockland,41.1668,-74.0496,12.47,85,100,1.34,US,1698709200
371,touros,-5.1989,-35.4608,25.54,73,19,6.94,BR,1698709085
372,bel ombre,-4.6167,55.4167,25.91,83,40,2.06,SC,1698709200
373,ataq,14.5377,46.8319,19.83,78,94,2.81,YE,1698709201
374,waingapu,-9.6567,120.2641,27.17,79,8,5.0,ID,1698709044
375,murun-kuren,49.6342,100.1625,-1.77,76,100,0.54,MN,1698709202
376,kudahuvadhoo,2.6708,72.8944,27.59,72,36,2.58,MV,1698709197
377,hasaki,35.7333,140.8333,17.94,53,0,2.15,JP,1698709126
378,tamanrasset,22.785,5.5228,21.95,18,40,1.03,DZ,1698709069
379,milharado,38.9473,-9.1991,15.18,74,20,0.51,PT,1698709203
380,baukau,51.5526,7.2042,13.52,89,100,0.89,DE,1698709203
381,raja,8.4596,25.678,23.46,70,6,0.68,SS,1698709204
382,codrington,-38.2667,141.9667,13.39,52,52,5.63,AU,1698708905
383,poronaysk,49.2167,143.1167,9.17,70,42,3.25,RU,1698709047
384,freeport,40.6576,-73.5832,14.1,76,100,7.72,US,1698709204
385,moramanga,-18.9333,48.2,16.79,98,31,0.72,MG,1698709205
386,morazan,15.3167,-87.6,26.87,96,74,1.44,HN,1698709205
387,mount gambier,-37.8333,140.7667,13.3,49,80,4.41,AU,1698709205
388,i-n-salah,27.1935,2.4607,29.1,14,97,3.87,DZ,1698709205
389,mariehamn,60.0973,19.9348,2.92,93,100,6.69,AX,1698709205
390,vila franca do campo,37.7167,-25.4333,19.23,99,17,2.92,PT,1698708956
391,roma,43.2128,-75.4557,6.01,91,100,3.6,US,1698709085
392,akita,39.7167,140.1167,9.52,100,75,2.57,JP,1698709164
393,reinfeld,53.8333,10.4833,11.9,93,100,1.54,DE,1698709206
394,marsh harbour,26.5412,-77.0636,26.3,88,31,8.93,BS,1698709123
395,dubinino,55.6192,89.0911,-4.81,64,100,5.14,RU,1698709206
396,gumdag,39.2061,54.5906,16.21,49,88,6.63,TM,1698709206
397,biltine,14.5333,20.9167,26.79,20,51,3.74,TD,1698709206
398,zhengjiatun,43.5064,123.5064,13.23,84,100,8.64,CN,1698709207
399,belle chasse,29.8549,-89.9906,18.99,64,57,2.68,US,1698709207
400,tevriz,57.509,72.4042,-10.17,93,42,3.22,RU,1698709207
401,nar'yan-mar,67.6713,53.087,-6.61,95,94,4.47,RU,1698708668
402,pineto,42.6097,14.066,26.03,53,100,11.18,IT,1698709208
403,mar del plata,-38.0023,-57.5575,12.27,58,0,5.66,AR,1698709129
404,eberswalde,52.8349,13.8195,14.71,81,100,2.3,DE,1698709208
405,lander,42.833,-108.7307,5.45,28,0,5.66,US,1698709208
406,montepuez,-13.1256,38.9997,22.1,85,34,2.6,MZ,1698709209
407,coleford,51.8,-2.6,10.75,94,93,1.34,GB,1698709209
408,vilyuysk,63.7553,121.6247,-19.58,100,95,1.04,RU,1698708936
409,saipan,15.1355,145.701,28.39,94,75,6.69,MP,1698708880
410,cabo san lucas,22.8909,-109.9124,29.78,69,40,2.06,MX,1698708618
411,nizhnevartovsk,60.9344,76.5531,-9.99,79,100,3.0,RU,1698709210
412,katsuura,35.1333,140.3,14.01,59,0,2.69,JP,1698708893
413,tupiza,-21.45,-65.7167,19.17,7,77,2.82,BO,1698709210
414,paka,4.6374,103.4368,24.99,94,40,0.0,MY,1698709211
415,arteche,12.2645,125.4048,27.15,87,99,3.51,PH,1698709211
416,wattwil,47.3023,9.0876,10.47,73,100,2.11,CH,1698709211
417,ammon,43.4696,-111.9666,5.03,44,0,2.57,US,1698709211
418,tirmiz,37.2242,67.2783,14.05,67,0,0.0,UZ,1698709211
419,tabango,11.3077,124.373,27.36,81,97,1.69,PH,1698709077
420,alakurtti,66.9672,30.3491,-15.75,100,79,0.97,RU,1698709212
421,kavaratti,10.5669,72.642,27.75,73,100,1.98,IN,1698708864
422,saint-pierre,-21.3393,55.4781,22.82,68,0,2.57,RE,1698708862
423,porto seguro,-16.4497,-39.0647,25.29,78,0,4.63,BR,1698708915
424,walhain-saint-paul,50.6263,4.6984,9.95,96,75,4.63,BE,1698709212
425,atlanta,33.749,-84.388,20.68,74,100,5.66,US,1698708659
426,kanniyakumari,8.0833,77.5667,25.8,84,92,5.78,IN,1698709212
427,slapanice,49.1686,16.7273,17.28,74,0,8.94,CZ,1698709213
428,santa cruz,-17.8,-63.1667,30.03,62,20,6.69,BO,1698709213
429,detroit lakes,46.8172,-95.8453,-1.97,93,100,2.06,US,1698709213
430,chistyye bory,58.3647,41.6278,-1.95,97,100,2.06,RU,1698709213
431,cedeira,43.6797,-8.0209,14.43,75,12,10.25,ES,1698709213
432,nemuro,43.3236,145.575,11.2,75,24,4.91,JP,1698708851
433,chapadinha,-3.7417,-43.3603,25.05,80,42,3.07,BR,1698709214
434,tonsberg,59.2675,10.4076,1.01,92,100,8.23,NO,1698709214
435,sitamau,24.0167,75.35,20.76,47,100,2.45,IN,1698709214
436,lac-brome,45.2168,-72.5158,2.47,99,100,3.31,CA,1698708919
437,al muwayh,22.4333,41.7583,24.19,47,71,0.58,SA,1698709214
438,tiquipaya,-17.3382,-66.2189,24.4,29,75,9.83,BO,1698709215
439,greymouth,-42.4667,171.2,12.76,77,97,5.37,NZ,1698709215
440,yuzhno-kurilsk,44.0306,145.8556,7.99,76,23,3.95,RU,1698708958
441,pontian kechil,1.4866,103.3896,26.89,90,100,3.06,MY,1698709215
442,nadi,-17.8,177.4167,31.0,62,20,5.14,FJ,1698709215
443,ati,13.2154,18.3353,29.03,16,8,4.98,TD,1698709215
444,salinopolis,-0.6136,-47.3561,27.14,79,3,4.79,BR,1698709024
445,pitkyaranta,61.5734,31.4792,-5.27,97,82,1.34,RU,1698709216
446,ordynskoye,54.3656,81.8994,-3.29,96,100,3.5,RU,1698709216
447,cao bang,22.6667,106.25,20.04,81,95,0.79,VN,1698709216
448,dong ha,16.8163,107.1003,24.22,92,81,0.85,VN,1698709216
449,bandundu,-3.3167,17.3667,22.19,97,86,1.04,CD,1698709216
450,castillos,-34.1667,-53.8333,12.84,93,100,8.94,UY,1698709101
451,lebanon,36.2081,-86.2911,6.74,92,100,5.14,US,1698708961
452,pagar alam,-4.0167,103.2667,23.23,68,66,0.32,ID,1698709144
453,kerikeri,-35.2268,173.9474,20.51,91,100,0.89,NZ,1698709210
454,nykobing falster,54.7691,11.8743,11.18,94,91,1.34,DK,1698709217
455,tarakan,3.3,117.6333,25.62,86,99,1.63,ID,1698709089
456,mersa matruh,31.3525,27.2453,24.11,73,40,2.57,EG,1698709217
457,kamyzyak,46.11,48.0736,3.99,93,0,1.0,RU,1698709217
458,callao,-12.0667,-77.15,20.16,73,0,9.26,PE,1698708684
459,muli,2.9167,73.5667,27.69,72,42,1.89,MV,1698709218
460,bom jesus,-9.0744,-44.3586,27.9,25,15,1.34,BR,1698709218
461,badger,64.8,-147.5333,1.87,85,75,0.0,US,1698708833
462,san antonio de pale,-1.4014,5.6325,26.44,84,77,5.88,GQ,1698708867
463,exu,-7.5119,-39.7242,25.17,30,45,1.43,BR,1698709218
464,huarmey,-10.0681,-78.1522,20.34,84,26,3.72,PE,1698709218
465,angaur state,6.906,134.13,28.32,74,5,2.06,PW,1698709219
466,tofol,5.3248,163.0078,28.88,79,75,3.09,FM,1698708876
467,mitu,1.1983,-70.1733,27.3,70,99,1.18,CO,1698709037
468,wangkui,46.8333,126.5,2.39,52,100,3.97,CN,1698709219
469,naxos,37.1056,25.3764,21.28,84,0,3.58,GR,1698709219
470,guerrero negro,27.9769,-114.0611,24.91,39,0,3.82,MX,1698708916
471,yerkoy,39.6381,34.4672,16.86,57,98,0.52,TR,1698709219
472,ugoofaaru,5.6667,73.0,27.56,74,100,2.59,MV,1698709219
473,port isabel,26.0734,-97.2086,12.02,70,100,10.29,US,1698709220
474,heath,40.0228,-82.4446,7.05,77,100,3.6,US,1698709037
475,miquelon,47.0975,-56.3814,4.0,96,100,2.52,PM,1698709220
476,zuyevka,58.405,51.1335,-2.67,97,100,1.87,RU,1698709220
477,galliano,29.4422,-90.2992,21.0,68,100,8.75,US,1698709220
478,inarajan village,13.2736,144.7484,29.66,89,99,7.13,GU,1698709221
479,lethem,3.3803,-59.7968,32.29,43,53,2.47,GY,1698709221
480,lospalos,-8.5186,127.0025,27.54,67,77,4.64,TL,1698709221
481,kencong,-8.2833,113.3667,27.38,72,9,0.85,ID,1698709221
482,talcahuano,-36.7167,-73.1167,11.82,62,0,6.17,CL,1698709131
483,tashtagol,52.7657,87.8894,8.07,99,100,1.79,RU,1698708931
484,kourou,5.1552,-52.6478,28.03,88,15,3.41,GF,1698708607
485,motueka,-41.1333,173.0167,18.45,64,100,0.31,NZ,1698709221
486,floro,61.5996,5.0328,5.54,59,0,2.57,NO,1698709222
487,winslow,35.0242,-110.6974,12.1,13,0,2.75,US,1698709050
488,camiri,-20.05,-63.5167,20.5,95,89,1.39,BO,1698709222
489,volos,39.3667,22.9458,14.99,81,0,0.03,GR,1698709222
490,dos de mayo,-27.0228,-54.6867,17.04,98,68,1.66,AR,1698709204
491,twante,16.7167,95.9333,25.07,92,100,2.35,MM,1698709222
492,nichinan,31.6,131.3667,14.82,66,28,1.0,JP,1698709222
493,godo,35.4167,136.6,19.43,85,0,0.51,JP,1698709222
494,amparafaravola,-17.5833,48.2167,19.19,85,51,1.72,MG,1698709222
495,boguchany,58.3814,97.4531,-11.19,87,11,1.79,RU,1698709223
496,vigia,-0.8583,-48.1417,28.28,79,3,9.19,BR,1698709223
497,selkirk,50.1436,-96.8845,-1.96,94,100,7.6,CA,1698708843
498,karaton,-6.3424,106.1045,26.81,75,45,0.74,ID,1698709223
499,villa la venta,18.1,-94.05,25.43,76,60,4.54,MX,1698709223
500,christchurch,-43.5333,172.6333,19.15,85,75,8.75,NZ,1698709059
501,guiuan,11.0333,125.7247,28.04,74,100,2.88,PH,1698709223
502,abatskoye,56.2875,70.4555,-5.81,92,99,4.83,RU,1698709224
503,al musayyib,32.7833,44.2825,24.59,33,91,1.19,IQ,1698709224
504,papao,-17.75,-149.55,28.82,80,0,8.39,PF,1698708915
505,ath thawrah,35.8469,38.5443,23.54,32,98,2.67,SY,1698709224
506,kalix,65.853,23.1565,-10.2,94,26,1.13,SE,1698709224
507,wilhelmsburg,48.1057,15.6054,18.25,74,99,1.59,AT,1698709224
508,nuriootpa,-34.4833,139.0,14.66,41,43,3.07,AU,1698709224
509,kharkhorin,47.1975,102.8238,2.11,50,89,2.59,MN,1698709225
510,zhanaozen,43.3,52.8,9.84,78,0,0.49,KZ,1698709225
511,samtse,26.899,89.0995,20.79,53,81,3.48,BT,1698709225
512,san jose del cabo,23.0589,-109.6977,29.6,64,20,7.2,MX,1698709083
513,albardon,-31.4372,-68.5256,16.39,31,95,2.04,AR,1698709225
514,nyurba,63.2842,118.3319,-21.14,100,93,1.35,RU,1698709225
515,hiratacho,35.4333,132.8167,12.01,100,20,3.09,JP,1698709226
516,harlingen,26.1906,-97.6961,12.33,71,100,10.29,US,1698709203
517,temiskaming shores,47.4938,-79.7153,-2.11,83,78,1.8,CA,1698709226
518,tindouf,27.6711,-8.1474,24.25,25,0,1.03,DZ,1698709039
519,eastham,41.8301,-69.9739,13.18,86,100,2.68,US,1698709226
520,wainwright,52.839,-110.8572,-4.37,68,100,3.03,CA,1698709227
521,pallasovka,50.05,46.8833,7.02,78,88,6.1,RU,1698709227
522,manta,-0.95,-80.7333,26.88,69,75,5.14,EC,1698709056
523,island harbour,50.724,-1.2758,10.82,93,30,3.61,GB,1698709227
524,lae,-6.7221,146.9847,25.13,87,100,1.47,PG,1698709227
525,pangai,-19.8,-174.35,28.06,74,20,7.2,TO,1698709048
526,polyarnyy,69.1989,33.4478,-6.34,91,100,8.5,RU,1698709068
527,kas,36.2018,29.6377,21.86,50,68,1.65,TR,1698709227
528,namibe,-15.1961,12.1522,18.98,82,0,3.62,AO,1698709228
529,lazaro cardenas,17.9583,-102.2,27.33,83,9,2.41,MX,1698708885
530,kill devil hills,36.0307,-75.676,23.32,79,0,6.17,US,1698709100
531,goulburn,-34.75,149.7167,14.32,39,0,3.13,AU,1698709071
532,ranapur,22.65,74.5333,20.95,44,76,2.02,IN,1698709228
533,keflavik,64.0049,-22.5624,3.24,81,75,5.14,IS,1698709228
534,kupang,-10.1667,123.5833,29.32,65,20,4.12,ID,1698709228
535,mejit,10.2753,170.8646,28.15,79,95,8.67,MH,1698708863
536,saint-laurent-du-maroni,5.5039,-54.0289,26.57,82,35,2.63,GF,1698709229
537,sadovoye,47.7764,44.5089,9.49,72,88,3.97,RU,1698709229
538,menaka,15.9182,2.4022,28.39,10,4,3.86,ML,1698709229
539,diamantina,-18.2494,-43.6003,21.08,78,100,1.12,BR,1698709229
540,lai chau,22.3997,103.4517,16.6,97,100,0.09,VN,1698709229
541,xingcheng,40.6167,120.7167,13.65,76,76,2.95,CN,1698709229
542,aitape,-3.1374,142.3475,27.46,79,98,3.25,PG,1698709229
543,ad dabbah,18.05,30.95,28.19,20,49,3.73,SD,1698709230
544,nova olinda do norte,-3.8881,-59.0942,23.31,96,100,1.59,BR,1698709230
545,uturoa,-16.7333,-151.4333,26.23,79,11,8.08,PF,1698708913
546,chimoio,-19.1164,33.4833,16.3,87,100,3.32,MZ,1698709230
547,brandon,27.9378,-82.2859,27.21,74,0,1.34,US,1698709230
548,mogocha,53.7333,119.7667,-9.59,43,95,0.19,RU,1698708993
549,sawakin,19.1059,37.3321,28.28,72,33,3.12,SD,1698709230
550,alice springs,-23.7,133.8833,25.75,17,51,6.69,AU,1698708813
551,noyabrsk,63.1994,75.4507,-12.65,95,8,1.79,RU,1698709231
552,nyaunglebin,17.95,96.7333,22.98,94,100,1.83,MM,1698709231
553,staroyur'yevo,53.3161,40.7081,9.38,86,92,6.53,RU,1698709231
554,joshimath,30.5667,79.5667,10.14,41,89,6.01,IN,1698709231
555,moree,-29.4667,149.85,33.52,15,3,9.54,AU,1698709014
556,revelstoke,50.9832,-118.2023,4.01,60,100,2.06,CA,1698709236
557,betio village,1.358,172.9211,28.02,73,99,0.59,KI,1698709236
558,mason city,43.1536,-93.201,1.16,61,8,4.48,US,1698709218
559,karratha,-20.7377,116.8463,30.39,28,61,2.75,AU,1698708690
560,olyokminsk,60.3736,120.4264,-9.31,67,93,1.11,RU,1698709009
561,longboat key,27.4125,-82.659,26.2,73,0,3.09,US,1698708954
562,fortuna,40.5982,-124.1573,17.74,48,0,4.63,US,1698708863
563,westport,41.1415,-73.3579,13.99,85,100,4.12,US,1698709236
564,energetik,51.7445,58.7934,0.99,80,84,5.79,RU,1698709236
565,tokar,18.4254,37.729,28.22,73,24,4.69,SD,1698709237
566,kuanda,56.3161,116.0806,-12.49,55,40,0.4,RU,1698709006
